4A	716690678
4A	717960657
4A	717990246
4A	718736544
4A	722607907
4A	722647976
4A	722726838
4A	723085873
4A	723298804
4A	723427878
4A	724516740
4A	726517986
4A	727199234
4A	727902672
4A	729351106
4A	729374879
4A	729989512
4A	730419677
4A	730656485
4A	730863513
4A	736845790
4A	741115812
4A	741137201
4A	741241273
4A	741535701
4A	745218551
4A	745524933
4A	746014806
4A	746098165
4A	746690759
4A	747223805
4A	747424593
4A	747443401
4A	747545787
4A	747584540
4A	747790538
4A	748042647
4A	748156565
4A	748918846
4A	751024342
4A	751033689
4A	751043389
4A	751173720
4A	751987968
4A	752037503
4A	752600767
4A	752672640
4A	752841981
4A	752930660
4A	753089058
4A	753114269
4A	753355631
4A	753394926
4A	753411052
4A	754363772
4A	755291801
4A	755422409
4A	755629874
4A	755752324
4A	755942817
4A	756064537
4A	756255262
4A	756376978
4A	758105475
4A	761404736
4A	762649920
4A	762823865
4A	764613273
4A	764813629
4A	764817227
4A	764928668
4A	767283715
4B	766604
4B	1217950
4B	1446712
4B	2478252
4B	2662658
4B	3024116
4B	3026506
4B	3509172
4B	3550148
4B	5087994
4B	6054800
4B	6056708
4B	6099289
4B	6141915
4B	7179106
4B	7185324
4B	7264245
4B	7268929
4B	7982589
4B	8159550
4B	8200608
4B	8572227
4B	10305014
4B	10321993
4B	10343101
4B	10345028
4B	10407071
4B	10414948
4B	10431451
4B	11480146
4B	12008187
4B	13695386
4B	14403320
4B	14760579
4B	19191325
4B	26011122
4B	27357409
4B	29659662
4B	30438038
4B	30608161
4B	44536102
4B	45762053
4B	51558446
4B	52974542
4B	62593805
4B	559599468
4B	559601182
4B	601507301
4B	638773107
4B	646576177
4B	650504544
4B	652356652
4B	652858384
4B	660331293
4B	667601123
4B	667619239
4B	667644024
4B	667663230
4B	674481991
4B	687887347
4B	690976172
4B	694983093
4B	695156429
4B	696426209
5A	3393975
5A	3796744
5A	4883852
5A	7529891
5A	8564325
5A	27500805
5A	31740254
5A	31905719
5A	32017880
5A	42243181
5A	46088438
5A	47592658
5A	49492054
5A	429977808
5A	450620288
5A	461775540
5A	474165219
5A	476489902
5A	476728664
5A	476818163
5A	489900561
5A	490509557
5A	490545517
5A	490566895
5A	498477726
5A	502172967
5A	503450772
5A	510927687
5A	513666676
5A	518485845
5A	522760070
5A	528908057
5A	540241736
5A	541395857
5A	555449305
5A	557588069
5A	557741320
5A	566390306
5A	567599463
5A	570290990
5A	573833733
5A	580314897
5A	580340799
5A	585779230
5A	589959901
5A	599252580
5A	605078215
5A	607124735
5A	611781962
5A	618414187
5A	621563775
5A	622128202
5A	624355434
5A	624531132
5A	625100264
5A	625253761
5A	626936106
5A	630428143
5A	634594577
5A	651723995
5A	652801613
5A	652804702
5A	655347304
5A	655608233
5A	664852824
5A	664859402
5A	669101671
5A	678265458
5A	687307499
5A	713797180
5A	713835787
5A	713896052
5A	715614177
5A	716615960
5B	3380516
5B	4731388
5B	11237224
5B	22958276
5B	22977117
5B	22985825
5B	26935247
5B	27023682
5B	27240055
5B	27261444
5B	27937985
5B	32826844
5B	33084234
5B	38571317
5B	38602307
5B	41855695
5B	43477218
5B	43516148
5B	45047687
5B	45299403
5B	45522731
5B	45565891
5B	45612636
5B	45761489
5B	48328492
5B	62535517
5B	72434904
5B	72594081
5B	396168386
5B	396980650
5B	400555215
5B	407084591
5B	421846385
5B	454585579
5B	477889706
5B	479724323
5B	479745430
5B	480263153
5B	495630225
5B	498615250
5B	505129119
5B	509027586
5B	509068232
5B	509232898
5B	512553685
5B	513758998
5B	514712978
5B	517312233
5B	528666124
5B	549692074
5B	561462615
5B	563128111
5B	568000058
5B	589594966
5B	598937713
5B	599106014
5B	605016676
5B	624230751
5B	627740371
5B	628525934
5B	632337755
5B	632501406
5B	632573893
5B	639623012
5B	640476880
5B	670965704
5B	672119702
5B	672268508
5B	674380069
5B	674790143
5B	674850174
5B	674927737
5B	675036850
5B	675382795
5B	676813961
5B	688720012
5B	698219221
5B	699274374
5B	700894855
5B	700975574
5B	702983539
5B	706296753
5B	707958867
5B	708511849
5B	708551509
5B	708892247
5B	709210911
5B	709594759
5B	710611329
5B	710634064
5B	711305718
5B	711480159
5B	712305790
5B	712328834
5B	712894997
5B	713926337
5B	714618151
5B	714753372
5B	718374948
5B	718675111
5B	718986053
5B	720493402
5B	722142490
5B	722201897
5B	722983332
5B	725071637
5B	725227251
5B	725250697
5B	725580865
5B	725593368
5B	726083883
5B	726451679
5B	726457745
5B	726519581
5B	728620370
5B	728986501
5B	729077687
5B	730466249
5B	730719013
6A	3427103
6A	3470047
6A	3517132
6A	3532091
6A	3550082
6A	3565042
6A	4309580
6A	4457948
6A	4785772
6A	4880872
6A	7630886
6A	9925393
6A	15207716
6A	15304082
6A	15631033
6A	16608150
6A	17482238
6A	18732858
6A	19231874
6A	21184534
6A	26659554
6A	26866019
6A	32421604
6A	33999470
6A	36358058
6A	40654814
6A	44601033
6A	60861134
6A	66106431
6A	66163516
6A	66836736
6A	112547499
6A	507905670
6A	509962393
6A	534886341
6A	534940684
6A	535023099
6A	548713739
6A	550859925
6A	558243289
6A	562948551
6A	565626169
6A	572896609
6A	574652390
6A	574684241
6A	574936042
6A	575228926
6A	576238231
6A	584777192
6A	587257871
6A	587646822
6A	590466474
6A	592195238
6A	592206870
6A	593831772
6A	594185790
6A	597637295
6A	598269842
6A	600582819
6A	600612618
6A	600771129
6A	600957297
6A	602214530
6A	602290036
6A	602911507
6A	605021982
6A	605037916
6A	605101519
6A	605227899
6A	605319870
6A	605524336
6A	605633754
6A	605905831
6A	605976025
6A	607150728
6A	607363548
6A	607955329
6A	608087825
6A	609375123
6A	609481665
6A	610751129
6A	612691109
6A	613372279
6A	613791265
6A	614029927
6A	614133636
6A	615308811
6A	615366267
6A	615455834
6A	615665514
6A	616343753
6A	616371014
6A	616375219
6A	616920953
6A	617673095
6A	617681417
6A	617961576
6A	618367235
6A	618949453
6A	619000407
6A	619033155
6A	619227080
6A	619920288
6A	621427867
6A	621771479
6A	622531190
6A	622545552
6A	622651291
6A	622903209
6A	623376643
6A	623561351
6A	623834378
6B	2124562
6B	4574307
6B	4620081
6B	4683062
6B	4777754
6B	4790347
6B	4943219
6B	4984255
6B	4995771
6B	5042202
6B	5216833
6B	5223833
6B	5256879
6B	5271207
6B	5314902
6B	5611475
6B	5770402
6B	5803677
6B	5829490
6B	6403462
6B	6977098
6B	7052737
6B	7555026
6B	7811810
6B	7876637
6B	12009999
6B	13576420
6B	14940894
6B	22883421
6B	22898799
6B	23296266
6B	23333688
6B	23377002
6B	23696059
6B	24572399
6B	25572703
6B	29795354
6B	36565427
6B	36598780
6B	45940790
6B	47768012
6B	47780816
6B	47975448
6B	48121233
6B	48351847
6B	49324132
6B	49383061
6B	49398726
6B	49399049
6B	49436784
6B	50214073
6B	54366320
6B	54375345
6B	56064457
6B	56833423
6B	56978503
6B	64478051
6B	71719339
6B	125707827
6B	126076330
6B	126078057
6B	551832363
6B	552048567
6B	601123944
6B	625967684
6B	648138445
6B	652984993
6B	655198351
6B	660806263
6B	667224586
6B	668639319
6B	670178829
6B	675529682
6B	677454718
6B	679689312
6B	679837440
6B	679961019
6B	683693580
6B	683939841
6B	684585843
6B	685226152
6B	685270432
6B	685421422
6B	688681799
6B	690974718
6B	694190059
6B	696534206
6B	696573514
6B	697231994
6B	697294427
6B	697352761
6B	697691056
6B	698138011
6B	699751345
6B	699869000
6B	702132520
6B	702148426
6B	702587332
6B	703160011
6B	703178044
6B	703328013
6B	703709499
6B	703884382
6B	703911371
6B	704338332
6B	704841754
6B	704907977
6B	707160546
6B	707256655
6B	707344454
6B	707399696
6B	707494807
6B	707582298
6B	710793629
6B	711222485
6B	711263035
6B	711343278
6B	711378996
6B	712521649
6B	713559177
6B	714769447
6B	715011535
6B	715075874
6B	715340192
6B	716369226
6B	716388209
6B	716916280
6B	716996753
6B	717068258
6B	717366817
6B	717748237
6B	718180178
6B	718434283
6B	718933170
6B	719832120
6B	720199109
6B	721203852
6B	721763821
6B	721981192
6B	722202086
6B	722458381
6B	722928861
6B	722937409
6B	723035330
6B	723114379
6B	723130130
6B	723212126
6B	723222553
6B	724270523
6B	725738310
6B	725759547
6B	725791655
6B	726174558
6B	727941531
6B	728015479
6B	728115318
6B	728829543
6B	729117991
6B	729177422
6B	729196885
6B	729827536
6B	729895135
6B	730139672
6B	730778705
6B	731128385
6B	731297062
6B	731309999
6B	731912295
6B	732071729
6B	732101004
6B	732106996
6B	732135282
6B	732590575
7A	5239479
7A	6224449
7A	6452521
7A	6838356
7A	7400354
7A	7908289
7A	9057319
7A	9685155
7A	9989153
7A	9993743
7A	10010556
7A	10114952
7A	10414912
7A	10439081
7A	10657465
7A	13024995
7A	13029926
7A	15894484
7A	17695364
7A	17741516
7A	17832475
7A	20084680
7A	20086335
7A	21626731
7A	25361811
7A	27202062
7A	28662145
7A	28666183
7A	32128170
7A	34709791
7A	35032927
7A	35062223
7A	35178939
7A	35193724
7A	35208548
7A	36647505
7A	36657768
7A	36704287
7A	45662804
7A	50685367
7A	50760469
7A	52032298
7A	52248818
7A	68907955
7A	72732352
7A	76008599
7A	85475003
7A	88518676
7A	91982869
7A	92027974
7A	96950610
7A	98064365
7A	110378158
7A	110591108
7A	111886534
7A	125028502
7A	127448870
7A	129197931
7A	144140287
7A	150734861
7A	150769585
7A	156772398
7A	586281346
7A	620239117
7A	638795654
7A	674016282
7A	675292529
7A	676522621
7A	676675878
7A	677497346
7A	680921919
7A	688734765
7A	689505395
7A	689516448
7A	690356655
7A	691335384
7A	691413112
7A	700152871
7A	700685959
7A	701880022
7A	703844187
7A	705112196
7A	705263618
7A	705591740
7A	706411646
7A	710432389
7A	713348880
7A	718766924
7A	718771565
7A	718782847
7A	719155498
7A	719184047
7A	720163953
7A	720437859
7A	720613372
7A	722902545
7A	722908328
7A	722951942
7A	723003688
7A	723101809
7A	723128102
7A	723146886
7A	725222445
7A	725303975
7A	725319088
7A	725327479
7A	725369329
7A	725412384
7A	725906817
7A	734197615
7A	735473414
7A	736681308
7A	736975235
7A	737045782
7A	737066222
7A	737677987
7A	739380614
7A	739786613
7A	742342592
7A	742825087
7A	743013161
7A	743937038
7A	743960114
7A	744007097
7A	744112939
7A	744199376
7A	744218110
7A	744398697
7A	744459604
7A	744731067
7A	744820451
7A	745507275
7A	746270344
7A	747280968
7A	747294041
7A	753054284
7A	753184201
7B	4313555
7B	4376510
7B	7389720
7B	27709439
7B	27730998
7B	27764169
7B	34935718
7B	61486876
7B	76221930
7B	78523220
7B	79172862
7B	79215289
7B	110298432
7B	115084043
7B	119266781
7B	141126448
7B	148393207
7B	219407952
7B	574478674
7B	589343013
7B	589387475
7B	591583109
7B	591664157
7B	610164930
7B	620230051
7B	637067187
7B	639399856
7B	640142424
7B	642975306
7B	653024387
7B	653964131
7B	656291647
7B	659117464
7B	659212203
7B	660358312
7B	660366533
7B	662660998
7B	666481953
7B	666494566
7B	668483250
7B	668575893
7B	669244898
7B	669462715
7B	674830062
7B	675899908
7B	677748069
7B	678365669
7B	678846241
7B	679597119
7B	679638999
7B	683800720
7B	683844383
7B	683896833
7B	683929909
7B	684120179
7B	684201834
7B	684503384
7B	686535379
7B	688196356
7B	692160299
7B	692909984
7B	692982274
7B	693158225
7B	700331093
7B	707156980
7B	707180487
7B	707673411
7B	709739175
7B	709764849
7B	710196802
7B	710298796
7B	710308391
7B	712359104
7B	713181578
7B	715376312
7B	715795760
7B	715856954
7B	715918194
7B	716408342
7B	716540134
7B	716608893
7B	716624576
7B	716629552
7B	716647683
7B	716752025
7B	718444959
7B	718526164
7B	718570970
7B	719234341
7B	719359784
7B	719478477
7B	719591611
7B	719660445
7B	719792568
7B	719810016
7B	719839684
7B	719977862
7B	720366309
7B	720413581
7B	720473496
7B	720489596
7B	720586201
7B	720966864
7B	730522594
7B	730540582
7B	730648931
7B	730734569
7B	730861860
7B	731008053
7B	731261764
7B	731329197
7B	731368480
7B	731393738
7B	734503696
7B	735237639
7B	735962885
7B	736041955
7B	736841252
7B	736885775
7B	736981246
7B	737240889
7B	737316123
7B	737367613
7B	737389122
7B	737467180
7B	737489325
7B	737927748
7B	738095824
7B	738132976
7B	738336246
7B	738471284
7B	738707279
7B	738823706
7B	739068486
7B	739139084
7B	746212737
7B	746261155
7B	746336901
7B	746514333
7B	746531794
7B	746822824
7B	746916779
7B	747650941
7B	751000720
7B	751209350
7B	751299779
7B	751375474
7B	751652152
7B	751828526
7B	752699956
7B	752722172
7B	752777112
7B	753142772
7B	753186611
7B	753230365
7B	753416591
7B	753471421
7B	753528990
7B	753569392
7B	754917909
7B	755349848
7B	756912711
7B	758113772
7B	761456403
7B	762089239
Un	50284216
Un	138442481
Un	142681686
Un	149801782
Un	156627885
Un	163633280
Un	172393350
Un	182824682
Un	188933325
Un	189433610
Un	197506028
Un	200584085
Un	202326752
1A	7083779
1A	7116779
1A	7169852
1A	7227125
1A	7236477
1A	7315062
1A	7440883
1A	7443688
1A	7451167
1A	7596615
1A	7625619
1A	8592932
1A	8599241
1A	8681428
1A	8684885
1A	9004278
1A	9012107
1A	9020499
1A	9049087
1A	9093561
1A	9103064
1A	9180237
1A	9187158
1A	9210620
1A	9246890
1A	9248943
1A	9534818
1A	9577422
1A	9617105
1A	9638135
1A	9655815
1A	9662714
1A	9707254
1A	9710682
1A	10195884
1A	13207456
1A	13500165
1A	30912352
1A	30914727
1A	30932935
1A	35810364
1A	35863800
1A	35868373
1A	35929450
1A	36032058
1A	36260879
1A	36663766
1A	57851033
1A	442448417
1A	442464676
1A	588572324
1A	596257071
1B	5214232
1B	5430916
1B	5457048
1B	5516402
1B	5519915
1B	5530646
1B	5533707
1B	5537551
1B	5550798
1B	5689491
1B	5694797
1B	5698035
1B	5744298
1B	6285985
1B	6338190
1B	6343107
1B	6368440
1B	6378403
1B	6392330
1B	6456383
1B	6469139
1B	6485905
1B	6503237
1B	6519304
1B	6604364
1B	6607815
1B	6631355
1B	6636208
1B	6639799
1B	6643197
