1A	12157440
1A	17218045
1A	29814064
1A	35720860
1A	42236060
1A	42340913
1A	43844117
1A	57973731
1A	69890546
1A	478165633
1A	482385489
1A	490509082
1A	493940483
1A	514229534
1A	522083636
1A	522157565
1A	535319460
1A	536304610
1A	536533399
1A	539848968
1A	544173595
1A	547649702
1A	547848173
1A	549499033
1A	552558020
1A	554335889
1A	554634229
1A	554716447
1A	558995445
1A	559003641
1A	561735259
1A	561870689
1A	562411464
1A	564114954
1A	566085568
1A	566306875
1A	566524238
1A	566666832
1A	569814935
1A	570343829
1A	573810849
1A	573848402
1A	573937322
1A	574039772
1A	574659743
1A	575257946
1A	576458226
1A	578522865
1A	581654391
1A	582458876
1A	582637174
1A	582749241
1A	582921009
1A	582934490
1A	583017083
1A	584182707
1A	584312650
1A	585563234
1A	585664984
1A	586470288
1A	587591373
1A	588527099
1A	588578305
1A	590059866
1A	590147228
1A	591432252
1A	593427677
1A	593862434
1A	595022001
1A	595439170
1A	595473403
1A	595517119
1A	596451019
1A	596831991
1A	597103944
1A	597142390
1A	597197208
1A	597298530
1A	597640062
1A	597655803
1A	597907230
1B	6295824
1B	10260967
1B	17708450
1B	17790691
1B	17813397
1B	20538056
1B	20710904
1B	21003612
1B	21191889
1B	21239270
1B	21263275
1B	26753181
1B	27967793
1B	28233617
1B	28376807
1B	28857267
1B	31959338
1B	34386554
1B	34397800
1B	51950997
1B	51963014
1B	62031313
1B	64341118
1B	64375786
1B	66074856
1B	66309000
1B	443313161
1B	507653961
1B	508283641
1B	516951808
1B	516955703
1B	537193409
1B	560029447
1B	586035173
1B	588589872
1B	601318557
1B	605521827
1B	608538953
1B	630785865
1B	630995007
1B	631141541
1B	631146319
1B	631472542
1B	637254235
1B	641972598
1B	642521883
1B	642664754
1B	642693879
1B	642743399
1B	642767934
1B	645122733
1B	645398455
1B	647171115
1B	647257561
1B	647833353
1B	650972255
1B	652311410
1B	652660248
1B	654429702
1B	657696733
1B	658734103
1B	659545297
1B	659733931
1B	660354854
1B	660473343
1B	660534479
1B	660924872
1B	663259854
1B	663269348
1B	663281641
1B	663368658
1B	663670314
1B	663961425
1B	663987562
1B	664013568
1B	666771010
1B	667041272
1B	667186103
1B	670408940
1B	674511809
1B	675390986
1B	676074901
1B	676214332
1B	676229870
1B	677621041
1B	678082056
1B	678775714
1B	678818319
1B	680219929
1B	680227260
1B	681171604
1B	681285742
1B	681847931
1B	682576934
1B	682854291
1B	682864259
1B	684693377
1B	684810282
1B	684888109
1B	684989834
1B	685146424
1B	686527190
1B	686778879
1B	686882402
1B	687345416
1B	688355423
1B	688520227
1B	688630194
1B	689262210
1B	689266715
1B	689332122
1B	689345575
1B	690311807
1B	690615027
1B	690898138
1B	691758707
1B	692972081
1B	694198962
1B	697669687
1B	702859443
1B	705140044
1B	705379371
1B	705477000
1B	705571176
1B	705595862
1B	705651528
1B	706902211
1B	706924505
1B	706991851
1B	707005467
1B	707822309
2A	608491
2A	898605
2A	1319967
2A	1406533
2A	1438661
2A	1645466
2A	3652144
2A	7313879
2A	8383576
2A	14593078
2A	14726699
2A	17731732
2A	18189382
2A	18576455
2A	18577221
2A	19718628
2A	21757312
2A	23548211
2A	24638881
2A	32450202
2A	32644479
2A	36322089
2A	37887398
2A	38124738
2A	38176602
2A	38966225
2A	38969597
2A	39327477
2A	39342159
2A	46908243
2A	48051340
2A	48466127
2A	48539925
2A	48943234
2A	51153909
2A	51924978
2A	52906369
2A	52939691
2A	54281426
2A	54302574
2A	54304411
2A	57369578
2A	57665810
2A	58104755
2A	58270891
2A	60064856
2A	61086040
2A	77648451
2A	77708713
2A	79115699
2A	79149357
2A	83411514
2A	87854875
2A	88140259
2A	88152461
2A	88943464
2A	194204101
2A	578401329
2A	601865031
2A	608719022
2A	652979615
2A	655237439
2A	697694620
2A	701249797
2A	707012002
2A	713143631
2A	713247119
2A	714540191
2A	719059273
2A	723109866
2A	736637248
2A	738636938
2A	754007405
2A	756609348
2A	757507161
2A	758409764
2A	761003782
2A	761070671
2A	761776345
2A	761779418
2A	761801424
2A	762763885
2A	762884418
2A	766184589
2A	767525689
2A	768493261
2A	768658594
2A	768951985
2A	769582955
2A	769715098
2A	771890248
2A	771907765
2A	772577958
2A	772610398
2A	772964255
2A	773024217
2A	773048626
2A	773083008
2A	773203942
2A	774178248
2A	774200662
2A	774493304
2A	774500890
2A	774502966
2A	774530098
2A	777153644
2A	779338140
2A	779410584
2A	781819157
2A	785773594
2A	785776443
2A	787422769
2A	788613420
2A	789076362
2A	789117914
2A	789965394
2A	791448691
2A	791472033
2A	792681230
2A	792723864
2A	792926717
2A	793134569
2A	793489865
2A	794694927
2A	795728266
2B	1461341
2B	1496647
2B	1574518
2B	2422993
2B	2445524
2B	2469269
2B	2492334
2B	2520131
2B	2588199
2B	2617211
2B	2732569
2B	2742631
2B	2764184
2B	2866667
2B	2904572
2B	3921119
2B	4441713
2B	4940085
2B	4989352
2B	5089456
2B	5483276
2B	5684018
2B	9650501
2B	12674198
2B	22705893
2B	26175616
2B	26203285
2B	26230923
2B	28722152
2B	28833709
2B	28983732
2B	31241145
2B	32268868
2B	32667097
2B	32684707
2B	36778753
2B	44264518
2B	45263142
2B	45291015
2B	46027188
2B	47424857
2B	50283228
2B	50303372
2B	52035268
2B	52382107
2B	52597349
2B	52685278
2B	53585319
2B	53801806
2B	54006088
2B	60023092
2B	63045250
2B	64682419
2B	67338233
2B	70123634
2B	71061313
2B	71936403
2B	73114137
2B	78058890
2B	78098398
2B	83215992
2B	83758553
2B	83974155
2B	84015496
2B	84117416
2B	84185895
2B	85555269
2B	85584755
2B	85658336
2B	85686484
2B	86073563
2B	88409076
2B	88872670
2B	89016124
2B	89687329
2B	92784893
2B	93814640
2B	95090868
2B	95223325
2B	95426498
2B	95446329
2B	99982270
2B	108836364
2B	111506298
2B	116136068
2B	128553746
2B	129862392
2B	144243179
2B	152535057
2B	153072164
2B	158858058
2B	530805152
2B	530872455
2B	547007249
2B	602266258
2B	667802302
2B	667881070
2B	671979594
2B	681145198
2B	685160227
2B	685218687
2B	685222989
2B	686687205
2B	686800207
2B	687879624
2B	694620250
2B	702796163
2B	711848585
2B	722917079
2B	722924054
2B	724089188
2B	727981327
2B	728534855
2B	733129629
2B	739468414
2B	743828110
2B	744733891
2B	747185194
2B	754702952
2B	754708177
2B	754721523
2B	754767289
2B	756842890
2B	756892920
2B	758918639
2B	758930828
2B	759293178
2B	762438700
2B	763404477
2B	763444339
2B	763515877
2B	763864724
2B	767238811
2B	767261486
2B	767278569
2B	767574478
2B	767816600
2B	767894113
2B	769127670
2B	769186638
2B	769493247
2B	770943317
2B	778727748
2B	778735627
2B	778758419
2B	781570055
2B	782195730
2B	782438804
2B	784005006
2B	785104692
2B	785199598
2B	785373664
2B	785388528
2B	785441725
2B	785603511
2B	787124234
2B	787185179
2B	787227404
2B	787250249
2B	787406432
2B	787494177
2B	788172760
2B	790808154
2B	791599929
2B	791708254
2B	791751125
2B	791801729
2B	792317581
2B	793170323
2B	793425342
2B	793448301
2B	794160743
2B	794273943
2B	794315085
2B	794483124
2B	794609532
2B	794617422
2B	794656728
2B	795675160
2B	795728554
2B	795866244
2B	795915602
2B	796163128
2B	798945932
2B	799199374
2B	799332025
2B	800688160
2B	803326115
2B	803449053
2B	803846137
2B	803870389
2B	804660705
2B	804675682
2B	807363001
2B	808135890
2B	808711683
2B	808776370
2B	812494302
2B	812528665
2B	812535046
2B	812555455
2B	812652720
2B	813304867
2B	813540673
2B	813564403
2B	814416871
2B	814652498
2B	815063201
2B	815913957
2B	815934605
2B	816269926
2B	816381898
2B	817332319
2B	817578549
2B	817807343
2B	818026168
2B	819714731
2B	820237650
2B	820341528
2B	820363376
2B	820394918
2B	820408705
2B	820483650
2B	820503347
2B	820568749
2B	820633848
2B	820670356
2B	820767017
2B	820957165
2B	820963380
2B	820980512
2B	821142601
2B	821320211
2B	821328946
2B	821452269
2B	823036494
2B	823057667
2B	823687446
2B	824330966
2B	825021259
2B	825233591
2B	825817735
2B	825831567
2B	825844265
2B	826682545
2B	826820428
3A	4438208
3A	4476637
3A	4515053
3A	4775954
3A	5361505
3A	7137252
3A	7367187
3A	7388852
3A	7421061
3A	8030713
3A	8079962
3A	9113696
3A	9838626
3A	10836765
3A	10848717
3A	11554275
3A	11563184
3A	11637242
3A	12257826
3A	13126052
3A	13465136
3A	20526136
3A	21357468
3A	21521667
3A	21545949
3A	22279170
3A	22297171
3A	32072601
3A	54707320
3A	57192639
3A	60541115
3A	62383507
3A	74236742
3A	74240775
3A	82019249
3A	84923718
3A	586995848
3A	592931044
3A	623499573
3A	623762648
3A	626396793
3A	636948405
3A	638998790
3A	643218635
3A	646857094
3A	648101730
3A	651995774
3A	669925806
3A	669983375
3A	672595190
3A	684823473
3A	689030102
3A	695660792
3A	695720160
3A	695932841
3A	696518836
3A	699145745
3A	699241758
3A	699327489
3A	700117966
3A	700963488
3A	701017810
3A	702731541
3A	703115352
3A	703159557
3A	703170397
3A	708441213
3A	708485331
3A	710696136
3A	711277964
3A	712863085
3A	713017868
3A	714335862
3A	714342291
3A	715044570
3A	715220141
3A	719758026
3A	720228865
3A	721312724
3A	721724962
3A	721732528
3A	723208061
3A	724869457
3A	726659237
3A	729768022
3A	729840276
3A	730319893
3A	730878966
3A	730902568
3A	730921115
3A	731155566
3A	731189875
3A	731559525
3A	733691898
3A	733694974
3A	734683790
3A	738246882
3A	738280344
3A	739783718
3A	741126094
3A	747768294
3A	749436932
3A	749513547
3A	749549373
3A	750345957
3A	750367523
3A	750469828
3A	750522552
3A	751891802
3A	752010454
3A	752076436
3A	752126338
3A	753527077
3A	754813423
3A	755017250
3A	757929264
3A	757973896
3B	1558098
3B	2656278
3B	3462035
3B	3476092
3B	3755208
3B	3831291
3B	3974189
3B	5116939
3B	5122528
3B	5155304
3B	5624054
3B	5706446
3B	7316373
3B	7605401
3B	7678756
3B	7685716
3B	7702779
3B	9063723
3B	9100786
3B	9154275
3B	9246569
3B	9281083
3B	9320654
3B	11442682
3B	13313935
3B	13844318
3B	13868879
3B	14599406
3B	16547563
3B	16555132
3B	16754721
3B	16864772
3B	16919085
3B	19698205
3B	19814396
3B	22635923
3B	22669738
3B	22883629
3B	22941737
3B	23682922
3B	23721740
3B	23741417
3B	23746879
3B	24935326
3B	25142970
3B	25813824
3B	26188219
3B	26789496
3B	26885535
3B	26975831
3B	27039551
3B	27183249
3B	27205654
3B	28980058
3B	33217908
3B	34387083
3B	35484429
3B	38455178
3B	38478428
3B	52671815
3B	54443015
3B	54502509
3B	66727813
3B	67607269
3B	67609682
3B	87326441
3B	87493213
3B	87637868
3B	87714722
3B	87743222
3B	87827906
3B	93176223
3B	94194991
3B	96852750
3B	123029345
3B	129619125
3B	133953799
3B	165760594
3B	169364062
3B	238089477
3B	474568371
3B	609755489
3B	663782364
3B	675853469
3B	687451086
3B	687768505
3B	692254750
3B	694473011
3B	694477373
3B	729973358
3B	730082859
3B	730377632
3B	730405426
3B	730562367
3B	736044826
3B	736271473
3B	752893323
3B	755076589
3B	757264915
3B	757297020
3B	757332617
3B	761069178
3B	761094286
3B	766357262
3B	772085681
3B	781575874
3B	783254251
3B	788461506
3B	788540995
3B	790812519
3B	792030932
3B	793491149
3B	794022678
3B	794068524
3B	795932812
3B	797685361
3B	799895285
3B	799989160
3B	800318027
3B	806921797
3B	807014214
3B	807180296
3B	809065629
3B	809277812
3B	809326179
3B	809564842
3B	809616212
3B	810154307
3B	811771546
3B	813963777
3B	814070581
3B	814183152
3B	818365669
3B	818482858
3B	823360360
3B	823473532
3B	823520286
3B	823525997
3B	827529146
3B	827620330
3B	827633803
3B	827792512
3B	832655088
3B	832971044
3B	834050148
3B	834146035
3B	834253860
3B	835740997
3B	835880470
3B	836674380
3B	838045037
3B	838365511
3B	838463868
3B	838469959
3B	838532444
3B	838547735
3B	838626870
3B	838762001
3B	838779355
3B	839181288
3B	839495963
3B	840465206
3B	840580817
3B	840597049
3B	840609433
3B	840646951
3B	840775192
3B	841009469
3B	841438057
3B	841465174
3B	841499899
3B	842333380
3B	842417881
3B	842860325
3B	850389556
3B	850413129
3B	850872638
3B	850943518
3B	851859290
3B	853366563
3B	853443356
3B	853575964
3B	853667472
3B	853770418
3B	853853470
3B	853875954
3B	854164264
3B	854248989
3B	854283711
3B	854294848
3B	854751970
3B	854766304
3B	855542128
3B	855895721
3B	856285834
3B	856313441
3B	856953749
3B	858916994
3B	859009029
3B	860026483
3B	860182100
3B	860206730
3B	860243932
3B	860257931
3B	860287062
3B	860292341
3B	860365729
3B	860699286
3B	860886482
3B	860978230
3B	861061097
3B	862251095
3B	862461212
3B	862497287
3B	862997927
3B	863311436
3B	863659475
4A	1529260
4A	30666545
4A	30800624
4A	45716752
4A	538145280
4A	570099848
4A	574870857
4A	584628531
4A	584694425
4A	584712607
4A	589362853
4A	589509842
4A	594256261
4A	595592300
4A	595651701
4A	597438303
4A	597455910
4A	597546443
4A	597593793
4A	597608344
4A	597624670
4A	597825689
4A	597842181
4A	597999948
4A	600236428
4A	604644783
4A	604751993
4A	605140000
4A	608301256
4A	608370836
4A	608974254
4A	609079436
4A	609897661
4A	610184580
4A	610216954
4A	612763270
4A	614319698
4A	614543541
4A	619807517
4A	620984368
4A	623407063
4A	623771627
4A	625088320
4A	625645288
4A	625658287
4A	627088730
4A	628198500
4A	630291197
4A	630303611
4A	635714425
4A	657325448
4A	657547279
4A	657643734
4A	675892881
4A	676015638
4A	676058869
4A	676195473
4A	676228347
4A	676245916
4A	676290323
4A	676498266
4A	676610660
4A	687082387
4A	701992113
4A	702094869
4A	705200133
4A	709062801
4A	710473345
4A	710866968
4A	711885545
4A	711950694
4A	716652641
